===LAUE4 WAVELENGTH CALIBRATION FILE===
Instrument: IMAGINE   Calibration date: 24/1/2013
Comments: Generated from Lyso_6h_6mmdownstream for 2.8-4.3A
 2.500 0.000133 0.000133
 2.501 0.000133 0.000133
 2.502 0.000133 0.000133
 2.503 0.000133 0.000133
 2.504 0.000133 0.000133
 2.505 0.000133 0.000133
 2.506 0.000133 0.000133
 2.507 0.000133 0.000133
 2.508 0.000133 0.000133
 2.509 0.000133 0.000133
 2.510 0.000133 0.000133
 2.511 0.000133 0.000133
 2.512 0.000133 0.000133
 2.513 0.000133 0.000133
 2.514 0.000133 0.000133
 2.515 0.000133 0.000133
 2.516 0.000133 0.000133
 2.517 0.000133 0.000133
 2.518 0.000133 0.000133
 2.519 0.000133 0.000133
 2.520 0.000133 0.000133
 2.521 0.000133 0.000133
 2.522 0.000133 0.000133
 2.523 0.000133 0.000133
 2.524 0.000133 0.000133
 2.525 0.000133 0.000133
 2.526 0.000133 0.000133
 2.527 0.000133 0.000133
 2.528 0.000133 0.000133
 2.529 0.000133 0.000133
 2.530 0.000133 0.000133
 2.531 0.000133 0.000133
 2.532 0.000133 0.000133
 2.533 0.000133 0.000133
 2.534 0.000133 0.000133
 2.535 0.000133 0.000133
 2.536 0.000133 0.000133
 2.537 0.000133 0.000133
 2.538 0.000133 0.000133
 2.539 0.000133 0.000133
 2.540 0.000133 0.000133
 2.541 0.000133 0.000133
 2.542 0.000133 0.000133
 2.543 0.000133 0.000133
 2.544 0.000133 0.000133
 2.545 0.000133 0.000133
 2.546 0.000133 0.000133
 2.547 0.000133 0.000133
 2.548 0.000133 0.000133
 2.549 0.000133 0.000133
 2.550 0.000133 0.000133
 2.551 0.000133 0.000133
 2.552 0.000133 0.000133
 2.553 0.000133 0.000133
 2.554 0.000133 0.000133
 2.555 0.000133 0.000133
 2.556 0.000133 0.000133
 2.557 0.000133 0.000133
 2.558 0.000133 0.000133
 2.559 0.000133 0.000133
 2.560 0.000133 0.000133
 2.561 0.000133 0.000133
 2.562 0.000133 0.000133
 2.563 0.000133 0.000133
 2.564 0.000133 0.000133
 2.565 0.000133 0.000133
 2.566 0.000133 0.000133
 2.567 0.000133 0.000133
 2.568 0.000133 0.000133
 2.569 0.000133 0.000133
 2.570 0.000133 0.000133
 2.571 0.000133 0.000133
 2.572 0.000133 0.000133
 2.573 0.000133 0.000133
 2.574 0.000133 0.000133
 2.575 0.000133 0.000133
 2.576 0.000133 0.000133
 2.577 0.000133 0.000133
 2.578 0.000133 0.000133
 2.579 0.000133 0.000133
 2.580 0.000133 0.000133
 2.581 0.000133 0.000133
 2.582 0.000133 0.000133
 2.583 0.000133 0.000133
 2.584 0.000133 0.000133
 2.585 0.000133 0.000133
 2.586 0.000133 0.000133
